ID,chemical_name,DTXSID,parent_or_TP,TP_of,use_group,use_group_details,additional_use_info,target_taxa,MoA_broad,MoA_specific,molecular_target,further_MoA_info,nontarget_taxa,nontarget_taxa_alert,source,MoA_comment,date_of_retrieval,PubChem_CID,InChIKey,comment_compound
ID_3227,Moperone,DTXSID6049062,parent,n/a,Pharmaceutical,Ph Psychotropic,antipsychotic,humans,Neuroactive,"Dopamine receptor antagonist, Serotonin receptor antagonist","Dopamine D2 and D3 receptors, Serotonin 5-HT2A receptor",n/a,n/a,n/a,wikipedia,n/a,7/4/2022,4249,AGAHNABIDCTLHW-UHFFFAOYSA-N,n/a
ID_3228,Fenpyroximate,DTXSID7032557,parent,n/a,Pesticide,I/A,n/a,insects,Respiratory system,NADH:ubiquinone oxidoreductase inhibition,Mitochondrial complex I (NADH:ubiquinone oxidoreductase),n/a,"mammals, birds, fish, aquatic invertebrates",potential reproduction/development effects in humans,PPDB,n/a,3/3/2022,9576412,YYJNOYZRYGDPNH-MFKUBSTISA-N,n/a
ID_3229,tert-Butylbenzene,DTXSID3047138,parent,n/a,"Natural, Industrial Chemical",IC Solvent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,pubchem,n/a,3/15/2022,7366,YTZKOQUCBOVLHL-UHFFFAOYSA-N,n/a
ID_3230,Tetrabutyltin,DTXSID4022153,parent,n/a,Industrial Chemical,IC Intermediate,stabilizer for PVC/biocides/pesticides,n/a,unknown,n/a,n/a,linked with imposex on marine organisms,aquatic species,genotoxic and endocrine potential,"wikipedia, T3DB, Kuballa et al. 1995 (doi: 10.1039/AN9952000667), Yu et al. 2011 (doi: 10.1007/s13530-011-0096-z)",n/a,10/22/2022,102244877,AFCAKJKUYFLYFK-UHFFFAOYSA-N,Organometallics
ID_3231,Naphthacene,DTXSID4059045,parent,n/a,Industrial Chemical,IC Combustion product,"organic semiconductor, polycyclic aromatic hydrocarbon (PAH)",n/a,Nucleic acid damage,AhR agonist,Aryl hydrocarbon receptor (AhR),in vitro assessment of AhR activity,n/a,n/a,"wikipedia, Murahashi et al. 2007 (doi: 10.1248/jhs.53.715)",n/a,7/18/2022,7080,IFLREYGFSNHWGE-UHFFFAOYSA-N,n/a
ID_3232,Tetrachloroethylene,DTXSID2021319,parent,n/a,Industrial Chemical,IC Solvent,n/a,n/a,Neuroactive,n/a,n/a,Central nervous system depressant,humans,Probably carcinogenic,"CPDat, wikipedia, IARC/2A/2014",n/a,3/14/2022,31373,CYTYCFOTNPOANT-UHFFFAOYSA-N,n/a
ID_3233,Tetrachlorothiophene,DTXSID5042451,parent,n/a,Industrial Chemical,IC Reagent,synthon for pesticide production,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Reddy et al. 2016 (doi: 10.1080/2055074X.2017.1327472),n/a,3/9/2022,22344,WZXXZHONLFRKGG-UHFFFAOYSA-N,n/a
ID_3234,Tetradecyl sulfate,DTXSID8041292,parent,n/a,Industrial Chemical,IC Surfactant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,pubchem,use of sodium tetradecyl sulfate,2/19/2022,5248,URLJMZWTXZTZRR-UHFFFAOYSA-N,n/a
ID_3235,Tetraethyl pyrophosphate,DTXSID3034957,parent,n/a,Pesticide,I/A,obsolete,insects,Neuromuscular system,Cholinesterase inhibition,Cholinesterase,n/a,"mammals, birds, aquatic invertebrates",potential acetyl cholinesterase inhibitor and neurotoxicant in humans,PPDB,n/a,7/10/2022,7873,IDCBOTIENDVCBQ-UHFFFAOYSA-N,n/a
ID_3236,Benz(a)anthracene,DTXSID5023902,parent,n/a,Industrial Chemical,IC Combustion product,"constituents of tobacco smoke, polycyclic aromatic hydrocarbon (PAH)",n/a,Nucleic acid damage,"DNA strand breakage, AhR agonist","DNA, Aryl hydrocarbon receptor (AhR)",n/a,vertebrates,"Possibly carcinogenic, mutagenic","CPDat, wikipedia, IARC/2B/2010, Bihanic et al. 2015 (doi: 10.1016/j.ecoenv.2014.12.011), Toyooka and Ibuki 2006 (doi: 10.1016/j.etap.2006.09.002), Machala et al. 2001 (doi: 10.1016/S1383-5718(01)00240-6), Murahashi et al. 2007 (doi: 10.1248/jhs.53.715)",n/a,12/23/2021,5954,DXBHBZVCASKNBY-UHFFFAOYSA-N,n/a
ID_3237,"7,12-Benz(a)anthraquinone",DTXSID8051916,TP,Benz[a]anthracene,Industrial Chemical,TP IC Combustion product,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Cajthaml et al. 2006 (doi: 10.1016/j.chemosphere.2005.11.034),n/a,2/19/2022,17253,LHMRXAIRPKSGDE-UHFFFAOYSA-N,n/a
ID_3238,Tetraphenyl m-phenylene bis(phosphate),DTXSID8069197,parent,n/a,Industrial Chemical,IC Flame retardant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,potential endocrine disruptor,"CPDat, EDlist/2/2022",n/a,3/14/2022,93311,OWICEWMBIBPFAH-UHFFFAOYSA-N,n/a
ID_3239,Tin,DTXSID1049801,parent,n/a,Metal,Solder/Alloying agent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,3/19/2022,5352426,ATJFFYVFTNAWJD-UHFFFAOYSA-N,Inorganic
ID_3240,Bromoform,DTXSID1021374,parent,n/a,Industrial Chemical,IC Disinfection by-product,used as solvent/flame retardant/sedative/cough suppression agent in the past,n/a,unknown,n/a,n/a,n/a,humans,"may cause effects on the central nervous system and liver, potential mutagenic","wikipedia, pubchem, IARC/3/1999, DeMarini 2020 (doi: 10.1002/em.22378)",n/a,3/14/2022,5558,DIKBFYAXUHHXCS-UHFFFAOYSA-N,n/a
ID_3241,Acetyl tributyl citrate,DTXSID2026446,parent,n/a,"Industrial Chemical, Food Additive",IC Plasticizer/Fragrance + FA Flavorant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"CPDat, wikipedia",n/a,3/14/2022,6505,QZCLKYGREBVARF-UHFFFAOYSA-N,n/a
ID_3242,Tributyl phosphate | TnBP,DTXSID3021986,parent,n/a,Industrial Chemical,IC Antifoaming agent/Solvent,"flame retardant, extractant, plasticizer",n/a,Endocrine,"Androgen receptor antagonist, Glucocorticoid receptor antagonist, Pregnane X receptor agonist","Androgen receptor, Glucocorticoid receptor, Pregnane X receptor",endocrine potential (in vitro),vertebrates,potential endocrine disrupting effects,"wikipedia, CPDat, Kojima et al. 2013 (doi: 10.1016/j.tox.2013.09.004)",n/a,12/22/2022,31357,STCOOQWBFONSKY-UHFFFAOYSA-N,n/a
ID_3243,Tributyltin chloride,DTXSID3027403,parent,n/a,"Industrial Chemical, Biocide",IC Disinfectant + B Marine antifoulant,n/a,bacteria,"ATP inhibition, Endocrine",V-ATPase inhibition,V-ATPase,n/a,"vertebrates, invertebrates",n/a,Takeda et al. 2009 (doi: 10.1016/j.bpj.2008.10.031),n/a,3/19/2022,15096,GCTFWCDSFPMHHS-UHFFFAOYSA-M,Organometallics
ID_3244,Tributyltin-cation,DTXSID9075030,parent,n/a,Biocide,B,antifouling paint,bacteria,unknown,n/a,n/a,n/a,aquatic species,"development of male accessory sex organs in female prosobranch gastropods (imposex), interference with glucocorticoid metabolism in the liver (inhibiting the enzyme 11beta-hydroxysteroiddehydrogenase type 2)","wikipedia, Seligman et al. 1986 (doi: 10.1021/es00154a006)",n/a,11/18/2021,37499,LSKGFBJLYWXIOF-UHFFFAOYSA-N,Organometallics
ID_3245,Trichlorofluoromethane,DTXSID5021384,parent,n/a,Industrial Chemical,IC CFC/Solvent,used as solvent/refrigerant/cleaning agent in the past,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,3/15/2022,6389,CYRMSUTZVYGINF-UHFFFAOYSA-N,n/a
ID_3246,Chloropicrin,DTXSID0020315,parent,n/a,"Industrial Chemical, Pesticide",I/Nematicide,"fumigant, poison gas in World War I","insects, nematodes",Multi-site activity,n/a,n/a,n/a,"mammals, birds, fish, aquatic invertebrates",n/a,"PPDB, IRAC, wikipedia",n/a,3/14/2022,6423,LFHISGNCFUNFFM-UHFFFAOYSA-N,n/a
ID_3247,Trichloromethane | chloroform,DTXSID1020306,parent,n/a,Industrial Chemical,IC Disinfection by-product/Solvent,used as narcotic/euphoriant/anxiolytic/sedative in the past,n/a,Neuroactive,n/a,n/a,"cause cellular damage within the liver and kidney, block HERG potassium channels",humans,Possibly carcinogenic,"wikipedia, CPDat, IARC/2B/1999, T3DB, Scholz et al. 2006 (doi: 10.1016/j.toxlet.2006.03.004)",n/a,10/22/2022,6212,HEDRZPFGACZZDS-UHFFFAOYSA-N,n/a
ID_3248,Perfluorododecanoic acid,DTXSID8031861,parent,n/a,Industrial Chemical,IC PFC,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,11/7/2021,67545,CXGONMQFMIYUJR-UHFFFAOYSA-N,n/a
ID_3249,Perfluoroheptanoic acid,DTXSID1037303,parent,n/a,Industrial Chemical,IC PFC,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,CPDat,n/a,3/1/2021,67818,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,n/a
ID_3250,Perfluorohexanesulfonate,DTXSID80873012,parent,n/a,Industrial Chemical,IC PFC,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,OECD 2007,n/a,3/11/2022,16760155,QZHDEAJFRJCDMF-UHFFFAOYSA-M,n/a
ID_3251,Potassium perfluorohexanesulfonate,DTXSID3037709,parent,n/a,Industrial Chemical,IC PFC,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,pubchem,n/a,10/20/2021,23678874,RSCGQEBKFSGWJT-UHFFFAOYSA-M,n/a
ID_3252,Perfluorohexanesulfonic acid,DTXSID7040150,parent,n/a,Industrial Chemical,IC PFC,impregnation agent,n/a,unknown,n/a,n/a,n/a,mammals,can cause developmental neurobehavioral defects in mammals,"wikipedia, CPDat, Lee and Viberg 2013 (doi: 10.1016/j.neuro.2013.05.007)",n/a,11/18/2021,67734,QZHDEAJFRJCDMF-UHFFFAOYSA-N,n/a
ID_3253,Triethyl citrate,DTXSID0040701,parent,n/a,"Industrial Chemical, Food Additive",IC Plasticizer/Solvent + FA,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"CPDat, wikipedia",n/a,3/1/2021,6506,DOOTYTYQINUNNV-UHFFFAOYSA-N,n/a
ID_3254,"Triethyl 3-bromopropane-1,1,1-tricarboxylate",DTXSID00446621,parent,n/a,Industrial Chemical,IC,synthesis of pharmaceuticals,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Choudary et al. 1996 (doi: 10.1080/07328319608002029),n/a,7/23/2022,10871494,VIMWZZMUASPQPL-UHFFFAOYSA-N,n/a
ID_3255,Triethyl phosphate,DTXSID8026228,parent,n/a,"Industrial Chemical, Food Additive",IC Flame retardant/Catalyst/Solvent/Plasticizer + FA,intermediate in manifacture of pesticides,n/a,unknown,n/a,n/a,"alter embryonic development, hepatic mRNA expression, thyroid hormone levels, and circulating bile acid concentrations",vertebrates,n/a,"CPDat, wikipedia, Egloff et al. 204 (doi: 10.1016/j.taap.2014.06.024)",n/a,12/22/2022,6535,DQWPFSLDHJDLRL-UHFFFAOYSA-N,n/a
ID_3256,Trifluoromethanesulfonic acid,DTXSID2044397,parent,n/a,Industrial Chemical,IC Catalyst,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,3/3/2022,62406,ITMCEJHCFYSIIV-UHFFFAOYSA-N,n/a
ID_3257,Triphenyl phosphate,DTXSID1021952,parent,n/a,Industrial Chemical,IC Flame retardant/Plasticizer,n/a,n/a,"Endocrine, Neuroactive","Estrogen receptor agonist, Androgen receptor antagonist, Glucocorticoid receptor antagonist, Pregnane X receptor agonist","Estrogen receptor, Androgen receptor, Glucocorticoid receptor, Pregnane X receptor",n/a,vertebrates,"potential endocrine disruptor, potential reproductive and developmental toxicity, neurotoxicity, metabolic disruption, genotoxicity","CPDat, EDlist/2/2022, Mendelsohn 2016 (doi: 10.1016/j.envint.2015.10.005), Du et al. 2016 (doi: 10.1038/srep21827), Kojima et al. 2013 (doi: 10.1016/j.tox.2013.09.004)",n/a,12/22/2022,8289,XZZNDPSIHUTMOC-UHFFFAOYSA-N,n/a
ID_3258,Fentin,DTXSID9058153,parent,n/a,Pesticide,F,n/a,fungi,"Respiratory system, ATP inhibition","Oxidative phosphorylation inhibition, ATP synthase inhibition",ATP synthase,n/a,n/a,n/a,"PPDB, FRAC","active fungicides are Fentin acetate, fentin chloride and fentin hydroxide",11/18/2021,91481,XBRCDWHXULVEFB-UHFFFAOYSA-N,Organometallics
ID_3259,Tripropyl phosphate | TnPP,DTXSID4052712,parent,n/a,Industrial Chemical,IC Flame retardant/Plasticizer,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Bacaloni et al. 2008 (doi: 10.1021/es702549g),n/a,3/1/2021,10546,RXPQRKFMDQNODS-UHFFFAOYSA-N,n/a
ID_3260,"Tris(1,3-dichloro-2-propyl) phosphate | TDCPP",DTXSID9026261,parent,n/a,Industrial Chemical,IC Flame retardant/Plasticizer,"nerve gase, pesticides",n/a,Endocrine,"Androgen receptor antagonist, Glucocorticoid receptor antagonist, Estrogen receptor agonist/antagonists, Pregnane X receptor agonist","Androgen receptor, Glucocorticoid receptor, Estrogen receptor, Pregnane X receptor","dysregulation of the thyroid hormone system, long-term exposure to TDCPP can result in neurotoxicity in fish",vertebrates,potential endocrine disruptor,"CPDat, wikipedia, EDlist/2/2022, Wang et al. 2015 (doi: 10.1016/j.aquatox.2015.01.014), Dishaw et al. 2014 (doi: 10.1016/j.coph.2014.09.018)",n/a,12/22/2022,26177,ASLWPAWFJZFCKF-UHFFFAOYSA-N,n/a
ID_3261,Tris(1-butoxyethyl) phosphate,DTXSID10891522,parent,n/a,Industrial Chemical,IC Flame retardant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,2/25/2022,23461823,BGNTUSKZDOUZCZ-UHFFFAOYSA-N,n/a
ID_3262,Tris(2-chloroisopropyl)phosphate,DTXSID5026259,parent,n/a,Industrial Chemical,IC Flame retardant,"manifacturing chemical, adhesive",n/a,"Neuromuscular system, Nucleic acid damage","AChE inhibition, DNA strand breakage, DNA methylation","Acetylcholinesterase (AChE), DNA","Abnormal expression of neurodevelopment and apoptosis-related genes, triggering behavioral abnormality, attributed to histopathological injury of diencephalon, abnormal changes in nerve-related genes at transcription and expression levels, and inhibited activity of AChE by TCPP stress",vertebrates,potential endocrine disruptor (chronic exposure),"CPDat, Xia et al. 2021 (doi: 10.1016/j.scitotenv.2020.143694), Tianxing et al. 2016 (doi: 10.7524/AJE.1673-5897.20150709002), Bukowski et al. 2019 (doi: 10.1177/0960327119839174)",n/a,12/22/2022,26176,KVMPUXDNESXNOH-UHFFFAOYSA-N,n/a
ID_3263,"Tris(2,4-di-tert-butylphenyl) phosphate",DTXSID20893779,parent,n/a,Industrial Chemical,IC Stabilizer/Antioxidant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,3/8/2022,14572930,AZSKHRTUXHLAHS-UHFFFAOYSA-N,n/a
ID_3264,Tris(2-butoxyethyl) phosphate,DTXSID5021758,parent,n/a,Industrial Chemical,IC Plasticizer/Flame retardant,n/a,n/a,unknown,Pregnane X receptor agonist,Pregnane X receptor,endocrine potential (in vitro),vertebrates,potential endocrine disruptor,"CPDat, Kojima et al. 2013 (doi: 10.1016/j.tox.2013.09.004), Kwon et al. 2016 (doi: 10.1016/j.envpol.2016.04.049)",n/a,12/22/2022,6540,WTLBZVNBAKMVDP-UHFFFAOYSA-N,n/a
ID_3265,Tris(2-chloroethyl) phosphate,DTXSID5021411,parent,n/a,Industrial Chemical,IC Flame retardant/Plasticizer,n/a,n/a,Nucleic acid damage,"DNA strand breakage, DNA methylation",DNA,"can lead to developmental toxicity, thyroid endocrine disruption and neurotoxicity on early developmental stages of zebrafish, suspected reproductive toxicity",vertebrates,n/a,"wikipedia, IARC/3/1999, Bukowski et al. 2019 (doi: 10.1177/0960327119839174), Hu et al. 2021 (doi: 10.1016/j.etap.2021.103600)",n/a,12/22/2022,8295,HQUQLFOMPYWACS-UHFFFAOYSA-N,n/a
ID_3266,Tris(2-chloropropyl) phosphate,DTXSID3027615,parent,n/a,Industrial Chemical,IC Flame retardant,n/a,n/a,Neuroactive,n/a,n/a,n/a,n/a,potential neurotoxic effects (locomotor deficits and dopaminergic degeneration),"CPDat, Xu et al. 2017 (doi: 10.1039/c6tx00306k)",n/a,12/22/2022,22522,GTRSAMFYSUBAGN-UHFFFAOYSA-N,n/a
ID_3267,Tris(2-ethylhexyl) phosphate,DTXSID0021414,parent,n/a,Industrial Chemical,IC Plasticizer/Flame retardant,n/a,n/a,Endocrine,"Glucocorticoid receptor antagonist, Pregnane X receptor agonist","Glucocorticoid receptor, Pregnane X receptor",endocrine potential (in vitro),vertebrates,potential endocrine disruptor,"CPDat, wikipedia, Kojima et al. 2013 (doi: 10.1016/j.tox.2013.09.004)",n/a,12/22/2022,6537,GTVWRXDRKAHEAD-UHFFFAOYSA-N,n/a
ID_3268,Tri-o-cresyl phosphate,DTXSID6032192,parent,n/a,Industrial Chemical,IC Flame retardant/Plasticizer,n/a,n/a,Endocrine,n/a,"Estrogen receptor, G protein-coupled estrogen receptor (GPER)","interacts with estrogen receptor α in MCF-7 breast cancer cells promoting cancer growth (in vitro), metabolite acting on the acetylcholinesterase",vertebrates,potential endocrine disruptor,"wikipedia, Böckers et al. 2020 (doi: 10.1016/j.taap.2020.114977), Ji et al. 2020 (doi: 10.1016/j.envpol.2020.114747)",n/a,12/22/2022,6527,YSMRWXYRXBRSND-UHFFFAOYSA-N,Related compound of mixture
ID_3269,Triisobutyl phosphate,DTXSID8040698,parent,n/a,Industrial Chemical,IC Flame retardant/Antifoaming agent/Plasticizer,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,CPDat,n/a,3/1/2021,31355,HRKAMJBPFPHCSD-UHFFFAOYSA-N,n/a
ID_3270,"Tris(3,5-xylenyl)phosphate | T35DMPP",DTXSID10274134,parent,n/a,Industrial Chemical,IC Flame retardant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,pubchem,n/a,11/18/2021,33133,LLPMAOBOEQFPRE-UHFFFAOYSA-N,n/a
ID_3271,Tris(3-chloropropyl)phosphate,DTXSID80862522,parent,n/a,Industrial Chemical,IC Flame retardant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Truong et al. 2017 (doi: 10.1007/s00216-017-0572-7),"isomer of Tris(chloropropyl) phosphate (TCPP), TCPP used as flame retardant",7/23/2022,14034,WOURXYYHORRGQO-UHFFFAOYSA-N,n/a
ID_3272,Tri-m-tolyl phosphate,DTXSID4026216,parent,n/a,Industrial Chemical,IC Solvent/Plasticizer,"no use for isolated isomer, mixture used as plasticizer/flame retardant",n/a,unknown,n/a,n/a,n/a,n/a,n/a,pubchem,n/a,2/28/2022,11232,RMLPZKRPSQVRAB-UHFFFAOYSA-N,n/a
ID_3273,Tris(4-methylphenyl) phosphate,DTXSID5052676,parent,n/a,Industrial Chemical,IC Flame retardant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"wikipedia, CPDat",n/a,11/18/2021,6529,BOSMZFBHAYFUBJ-UHFFFAOYSA-N,Related compound of mixture
ID_3274,Tris[2-(propan-2-yl)phenyl] phosphate | T2iPPP,DTXSID00214802,parent,n/a,Industrial Chemical,IC Additive,constituent of building and consumer products,n/a,unknown,n/a,n/a,n/a,n/a,potential developmental and neurotoxicity,Kubwabo et al. 2021 (doi: 10.1016/j.emcon.2021.07.002),n/a,4/8/2023,33661,LIPMRGQQBZJCTM-UHFFFAOYSA-N,n/a
ID_3275,Perfluorohexanoic acid | PFHxA,DTXSID3031862,parent,n/a,Industrial Chemical,IC PFC,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,OECD 2007,n/a,3/1/2021,67542,PXUULQAPEKKVAH-UHFFFAOYSA-N,n/a
ID_3276,Perfluoropentanesulfonic acid,DTXSID8062600,parent,n/a,Industrial Chemical,IC PFC,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,pubchem,n/a,7/23/2022,75922,ACEKLXZRZOWKRY-UHFFFAOYSA-N,n/a
ID_3277,Vanadium,DTXSID2040282,parent,n/a,Metal,Alloying agent/Catalyst,trace dietary element,n/a,unknown,n/a,n/a,"potentially increase glucose transport activity and improve glucose metabolism, insulin-like properties",n/a,n/a,"wikipedia, pubchem, T3DB",n/a,3/19/2022,23990,LEONUFNNVUYDNQ-UHFFFAOYSA-N,Inorganic
ID_3278,Zinc,DTXSID7035012,parent,n/a,Metal,Corrosion inhibitor/Alloying constituent,essential trace dietary element,n/a,unknown,n/a,n/a,"cell protection against reactive oxygen species and bacterial toxins, production of pro-inflammatory cytokines and decreased oxidative stress markers",n/a,n/a,"drugbank, wikipedia",n/a,3/11/2022,23994,HCHKCACWOHOZIP-UHFFFAOYSA-N,Inorganic
ID_3279,Ziram,DTXSID0021464,parent,n/a,"Industrial Chemical, Pesticide",F + IC Vulcanisation accelerator/Adhesive,bird and animal repellent,fungi,Multi-site activity,n/a,n/a,n/a,"birds, fish, aquatic invertebrates","potential endocrine disruptor, considered to be mutagenic","PPDB, wikipedia, IARC/3/1991, ECHA/2021, EDlist/2/2022",n/a,11/7/2021,3485262,DUBNHZYBDBBJHD-UHFFFAOYSA-L,n/a
ID_3280,Zineb,DTXSID5021465,parent,n/a,Pesticide,F,n/a,fungi,Multi-site activity,n/a,n/a,n/a,mammals,potential reproduction/development effects in humans,"FRAC, IARC/3/1987",n/a,12/18/2021,101815861,AMHNZOICSMBGDH-UHFFFAOYSA-L,n/a
ID_3281,Met. 3 (imidacloprid),n/a,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Bayer Environmental Science 2007 (https://echa.europa.eu/documents/10162/36d2a660-d09b-8812-3c00-ae420e928331),n/a,11/10/2021,n/a,n/a,no_data
ID_3282,Met. 4 (imidacloprid) / DPD,n/a,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Bayer Environmental Science 2007 (https://echa.europa.eu/documents/10162/36d2a660-d09b-8812-3c00-ae420e928331),n/a,11/10/2021,n/a,n/a,no_data
ID_3283,2-[6-(2-Cyanophenoxy)pyrimidin-4-yl]oxybenzoic acid,DTXSID701045133,TP,Azoxystrobin,Pesticide,TP F,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,PPDB,n/a,11/3/2021,139594581,COKFURSZLRZHAC-UHFFFAOYSA-N,n/a
ID_3284,Thiamethoxam CGA 353042,n/a,TP,Thiamethoxam,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, echa",n/a,11/3/2021,58064087,USIRMFOWPKXKII-UHFFFAOYSA-N,n/a
ID_3285,6-Fluoro-alpha-methylbenzothiazole-2-methanol,n/a,TP,Benthiavalicarb,Pesticide,TP F,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,11/3/2021,79873101,KMABBBXOJRAOKB-UHFFFAOYSA-N,n/a
ID_3286,"5-methyl-5-phenyl-(411C)1,3-diazolidine-2,4-dione",n/a,TP,Fenamidone,Pesticide,TP F,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,11/3/2021,451204,JNGWGQUYLVSFND-COJKEBBMSA-N,n/a
ID_3287,Methyl (2-(((1-(4-chlorophenyl)-1H-pyrazol-3-yl)oxy)methyl)phenyl)carbamate,DTXSID801045231,TP,Pyraclostrobin,Pesticide,TP F,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,11/7/2021,11710166,SEUOYURJKYLAPC-UHFFFAOYSA-N,n/a
ID_3288,"1-(2-chloro-4-(4-chlorophenoxy)phenyl)-2-(1H-1,2,4-triazol-1-yl)ethanol",n/a,TP,Difenoconazole,Pesticide,TP F,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,12/18/2021,20070433,NBYSKMWDHCZSIP-UHFFFAOYSA-N,n/a
ID_3289,Imidacloprid-desnitro-olefin,n/a,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,11/10/2021,n/a,HBIYGXRYTDUNGN-UHFFFAOYSA-N,n/a
ID_3290,Imidacloprid-dihydroxy-guanidin,n/a,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Bayer Environmental Science 2007 (https://echa.europa.eu/documents/10162/36d2a660-d09b-8812-3c00-ae420e928331),n/a,11/10/2021,24838993,XJTJSWWUXGMGMW-UHFFFAOYSA-N,n/a
ID_3291,Imidacloprid-formyl-AMCP,n/a,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Bayer Environmental Science 2007 (https://echa.europa.eu/documents/10162/36d2a660-d09b-8812-3c00-ae420e928331),n/a,11/10/2021,23367277,DPFJSSDKNZREPF-UHFFFAOYSA-N,n/a
ID_3292,Imidacloprid-nitroso,n/a,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,aquatic invertebrates,n/a,Cheng et al. 2022 (doi: 10.1016/j.chemosphere.2021.132885),n/a,10/10/2022,139598215,ZLFUSMVTLMCXOB-UHFFFAOYSA-N,no_data
ID_3293,(Methoxymethyl)triphenylphosphonium,n/a,parent,n/a,Industrial Chemical,IC Corrosion inhibitor,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Mansouri et al. 2022 (doi: 10.52711/0974-4150.2022.00001),info about (Methoxymethyl)triphenylphosphonium chloride,3/22/2022,2723799,SDMCZCALYDCRBH-UHFFFAOYSA-N,n/a
ID_3294,2-(4-Fluorobenzoyl)propionic acid,n/a,unknown,n/a,unknown,n/a,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2/28/2022,22322565,OHDQOMYXIDCELX-UHFFFAOYSA-N,n/a
ID_3295,Echimidine N-oxide,n/a,parent,n/a,Natural,Alkaloid,antifungal activity,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"Kartal et al. 2001, Joosten et al. 2011 (doi: 10.1016/j.phytochem.2010.11.013)",n/a,3/1/2022,76334042,KDJGEXAPDZNXSD-KCFAIRMISA-N,n/a
ID_3296,Intermedine N-oxide,n/a,parent + TP,Intermedine,Natural,Alkaloid,alkaloids occur in plants in two forms: tertiary amine (free base) and N-oxide,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"pubchem, Joosten et al. 2011 (doi: 10.1016/j.phytochem.2010.11.013)",n/a,3/1/2022,340066,DNAWGBOKUFFVMB-JXSDSIQZSA-N,n/a
ID_3297,Jacobine N-oxide,n/a,parent + TP,Jacobine,Natural,Alkaloid,"alkaloids occur in plants in two forms: tertiary amine (free base) and N-oxide, insecticide properties",n/a,unknown,n/a,n/a,n/a,n/a,n/a,"pubchem, Joosten et al. 2011 (doi: 10.1016/j.phytochem.2010.11.013)",n/a,3/1/2022,132282048,NKRQJWQYBNTAEV-SAJQNFQWSA-N,n/a
ID_3298,"(8R,9S,10R,13S,14S)-4-hydroxy-10,13-dimethyl-5,6,7,8,9,11,12,14,15,16-decahydro-4H-cyclopenta[a]phenanthrene-3,17-dione",n/a,unknown,n/a,unknown,n/a,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3/8/2022,53634710,ABWXLGGITZITNZ-NJCGZANFSA-N,n/a
